Amplitude,Latency,AUC,Thickness,nTurns,nPhases,Duration,T1T,T1A,T2T,T2A,timeDiff,ampRatio
597.345111929248,29.8801797304044,3214.75725414303,5.38174196112581,3,3,41.5376934598103,48.0196372108504,399.240476067252,53.8442336495257,-198.104635861996,5.82459643867531,2.01530102680369
330.772046813386,30.3461474454984,2727.39886618487,8.24555427963238,3,2,47.2291562656016,42.7275753037111,131.244882073014,52.6460309535696,-199.527164740371,9.91845564985854,0.657779517108825
216.076515923104,35.1056748211017,1622.49315073124,7.50888241510077,2,2,43.7011149941754,40.597437177567,107.745980387599,53.8775170577467,-108.330535535505,13.2800798801797,0.994603966970004
316.056098134019,31.5776335496755,2079.35942726385,6.57908339544878,3,2,42.1035113995673,42.6942918954901,123.679174552246,52.8457314028957,-192.376923581773,10.1514395074056,0.642900261889642
425.267322955604,30.3794308537194,3051.18725110665,7.17475123623636,3,3,44.7994674654685,41.462805791313,177.575999303943,52.7458811782327,-247.691323651661,11.2830753869196,0.716924584543282
577.27097744709,30.8453985688135,6263.19938359324,10.849669614938,4,2,49.3260109835247,35.9377600266267,267.463898294972,53.3449825262107,-309.807079152118,17.407222499584,0.863324037097439
385.284846354719,32.4430021634215,2694.25658262111,6.99289527764246,3,2,46.9296055916126,40.69728740223,147.444308621452,53.3116991179897,-237.840537733266,12.6144117157597,0.619929260279458
255.138754813351,29.6471958728574,2229.19492173471,8.73718664718537,2,2,52.2882343151939,40.69728740223,115.876822809676,53.8442336495257,-139.261932003675,13.1469462472957,0.8320782366183
405.529035716302,28.2492927275753,2485.92357579662,6.13007542457629,3,2,27.2258279247795,41.862206689965,162.294418963172,48.6520219670494,-243.23461675313,6.78981527708437,0.667234052165744
225.33196670489,30.0465967715094,1641.71602938614,7.28576621148586,4,3,40.5391912131802,41.396238974871,127.895189098673,54.4433349975037,-97.436777606217,13.0470960226327,1.31259666258208
536.576123022876,30.6789815277084,5369.38708763399,10.0067573961078,4,2,43.4348477284074,38.8001331336329,273.686788268176,56.3404892661008,-262.8893347547,17.540356132468,1.04107223871806
246.910192268517,30.0133133632884,1733.08896321913,7.01910661239283,3,2,43.0021634215344,41.529372607755,125.423127706268,53.6445332001997,-121.48706456225,12.1151605924447,1.03239903077913
239.638217279621,33.7410550840406,1806.01601834618,7.53642736475059,4,3,42.4030620735563,48.8184390081544,188.901312725103,63.3632884007322,-50.7369045545182,14.5448493925778,3.72315407066513
257.686117561435,31.0450990181395,2027.40109308814,7.86771562346499,2,2,39.6072557829922,42.8607089365951,136.525484320946,51.3812614411716,-121.160633240489,8.52055250457647,1.12681388888055
755.622369233161,30.9452487934765,7091.3532976103,9.3847847633295,3,2,40.3062073556332,40.397736728241,394.627980254165,56.9063072058579,-360.994388978996,16.5085704776169,1.09316929099728
440.663337484094,30.2795806290564,3562.84090521518,8.08517660115935,4,3,35.87951406224,42.8274255283741,191.209804005755,53.0787152604427,-249.453533478339,10.2512897320686,0.766514714542451
352.95143178979,28.8151106673323,2536.35162482556,7.18612079844502,5,3,37.7766683308371,42.6277250790481,200.716890024895,56.4736228989849,-152.234541764895,13.8458978199368,1.31847140404491
678.627781501757,30.3794308537194,4321.79639315402,6.36843423001366,3,2,35.0807122649359,42.9938425694791,279.961417541342,50.2496255616575,-398.666363960416,7.2557829921784,0.702244891593462
767.701159611822,29.5140622399734,6609.34641873218,8.60926981284503,4,2,41.3379930104843,41.762356465302,358.555475621284,50.8154435014145,-409.145683990537,9.0530870361125,0.876351602011709
304.326640220106,30.1131635879514,2328.38242845593,7.65093199455661,4,2,43.3682809119654,40.830421035114,140.247497678778,49.8502246630055,-164.079142541328,9.01980362789149,0.854755184032324
